age,income,pincodeRisk,duplicatePan,nameMatch,occupationRisk,label
47,98058,0,0,1,0,0
61,122776,0,1,1,1,1
41,52511,0,0,1,0,0
36,109309,0,0,1,0,0
25,148698,0,0,1,1,0
35,14422,0,0,1,0,0
46,112117,1,0,1,0,0
19,124715,0,0,1,1,0
61,17895,0,0,1,0,0
62,114724,1,0,1,0,0
23,117431,1,0,1,1,0
70,109922,1,0,1,0,0
53,20907,0,0,1,0,0
40,110219,1,0,1,0,0
68,62165,0,0,1,1,0
23,123475,0,0,1,1,0
53,17488,0,0,1,0,0
42,62982,0,0,1,0,0
65,146496,0,0,1,0,0
70,50758,1,0,1,1,1
23,133619,1,0,1,0,0
62,54303,1,0,1,0,0
33,94173,0,0,1,0,0
35,115835,1,0,1,1,0
35,31123,1,0,1,0,0
54,101040,0,0,1,1,0
50,141290,0,0,1,0,0
46,94038,0,0,0,0,0
57,26878,0,0,1,0,0
53,107035,0,0,1,1,0
39,149387,0,0,1,0,0
43,130843,0,0,1,1,0
19,87320,0,0,1,0,0
54,95997,0,0,1,0,0
21,88466,1,0,0,0,1
45,146267,0,0,1,0,0
29,96504,1,0,1,0,0
39,146030,0,0,1,0,0
54,28840,0,0,1,1,0
53,85441,0,0,1,0,0
21,24389,0,0,0,1,1
23,21897,1,0,1,1,1
67,141175,1,0,1,0,0
61,46498,1,0,1,1,1
52,133620,1,0,1,0,0
40,98975,0,0,1,0,0
39,35762,0,0,1,0,0
34,61869,0,0,1,0,0
41,148968,1,0,1,0,0
26,137975,0,0,1,0,0
59,59902,0,0,1,0,0
41,101771,0,0,1,0,0
52,112046,1,0,1,0,0
26,46179,0,0,1,0,0
41,64500,0,1,1,0,1
51,29683,0,0,1,1,0
30,97654,1,0,1,0,0
57,33683,0,1,1,1,1
43,87224,1,0,1,0,0
41,50843,0,0,1,1,0
62,58421,0,0,1,0,0
61,48915,0,0,1,1,0
68,17039,1,0,1,0,0
39,19521,0,0,1,1,0
29,22355,1,0,1,1,1
56,98816,0,0,1,0,0
23,38841,1,0,1,0,0
45,137945,0,0,1,1,0
43,30116,1,1,1,1,1
60,125909,0,0,1,0,0
64,28557,0,0,1,1,0
25,75499,0,0,0,1,1
53,144544,0,1,1,1,1
32,47277,1,0,1,0,0
48,108250,0,0,1,0,0
21,76682,1,0,1,1,1
29,81478,0,0,1,0,0
36,13256,0,0,1,1,0
29,58405,0,0,1,1,0
30,58636,0,0,1,0,0
68,111822,1,0,1,1,0
54,62276,1,0,1,0,0
31,70979,0,0,0,0,0
18,36158,0,1,1,1,1
44,80423,1,0,1,1,0
18,16574,1,0,1,0,1
20,8617,0,0,1,0,1
50,69389,0,0,1,0,0
19,135576,0,0,1,1,0
45,75105,0,0,1,0,0
25,63295,0,0,1,0,0
62,125237,0,0,1,0,0
55,135549,0,0,1,1,0
51,75677,0,0,1,0,0
49,93745,0,0,1,1,0
36,147405,0,0,1,0,0
41,8280,0,0,1,0,0
32,29132,0,0,1,0,0
32,103449,0,0,1,0,0
36,29638,1,0,1,0,0
40,52922,1,0,1,0,0
54,55843,0,0,1,0,0
70,117205,0,0,1,1,0
62,134975,0,0,1,0,0
23,142227,0,0,1,0,0
33,126046,0,0,1,0,0
48,34508,0,0,1,0,0
62,18893,0,0,0,0,0
49,76068,1,0,1,0,0
25,126764,0,0,1,0,0
52,103620,1,0,1,1,0
56,129036,0,0,1,1,0
46,136057,0,0,0,1,1
38,41173,0,0,1,0,0
49,134885,0,0,1,0,0
68,101291,1,0,1,0,0
63,134046,0,0,0,1,1
61,43302,0,0,1,0,0
19,55364,0,0,1,1,1
36,141182,0,0,1,1,0
50,56113,1,0,1,0,0
58,67519,0,0,1,1,0
66,110107,0,0,1,0,0
68,107371,0,0,1,1,0
32,100829,0,0,1,1,0
30,32579,0,0,1,0,0
39,12471,0,0,1,0,0
41,83432,0,0,1,0,0
60,80877,1,0,1,0,0
56,33668,0,0,1,0,0
56,136334,1,0,1,0,0
34,57728,0,0,1,1,0
50,70683,1,0,1,0,0
35,85793,0,0,1,0,0
70,37677,0,0,1,0,0
46,49735,0,0,1,0,0
33,105129,0,0,1,1,0
42,146987,0,0,1,0,0
19,10213,0,0,1,1,1
23,127553,0,1,1,0,0
24,8847,1,1,1,0,1
32,55047,1,0,1,0,0
34,44259,0,0,1,0,0
29,107180,0,0,1,0,0
38,75386,1,0,1,0,0
41,87499,1,0,1,0,0
46,43941,0,0,1,0,0
24,77765,0,0,1,1,0
39,98393,0,0,1,0,0
31,127126,1,0,1,0,0
52,53640,0,0,1,0,0
23,118197,0,0,1,0,0
37,60120,0,0,1,0,0
50,102640,0,0,1,1,0
54,32927,1,0,1,1,1
54,72481,0,0,1,1,0
37,85535,0,0,1,0,0
33,143956,0,0,1,0,0
65,72359,0,0,1,0,0
63,54378,0,0,1,0,0
22,15936,1,0,1,1,1
67,94971,1,0,0,0,1
48,96364,0,0,1,0,0
42,133377,0,0,1,0,0
53,113554,1,0,1,0,0
29,46138,0,1,0,0,1
64,121687,1,0,1,0,0
46,149111,0,0,1,0,0
33,103506,1,0,1,1,0
56,135867,0,0,1,1,0
34,101938,0,0,1,1,0
43,60186,0,0,1,1,0
54,69490,0,0,1,0,0
48,17681,0,0,1,0,0
37,135798,0,0,1,0,0
41,50593,0,0,1,1,0
24,20929,1,0,1,0,0
56,19940,0,0,1,0,0
68,58183,1,0,1,0,0
27,94193,0,0,0,0,0
48,119531,1,0,1,0,0
59,14080,1,0,1,1,1
27,51071,0,0,1,0,0
37,20945,0,1,1,0,1
49,114913,0,0,1,0,0
22,100267,0,0,1,0,0
58,42880,0,0,1,0,0
29,60495,1,0,1,0,0
25,53436,0,0,1,0,0
68,113532,0,0,1,1,0
35,20517,1,0,1,0,0
63,80468,0,0,1,1,0
25,123307,0,0,1,1,0
44,121339,0,1,1,1,1
46,127557,0,0,0,1,1
27,27435,0,0,1,0,0
37,128497,0,0,1,0,0
65,134520,0,0,1,0,0
52,48992,0,0,1,1,0
62,122822,1,0,1,0,0
24,59330,1,1,1,0,1
67,97375,0,0,1,0,0
32,88523,1,0,1,0,0
41,9895,0,0,1,0,0
28,29742,0,1,0,0,1
47,31161,0,0,1,0,0
69,142549,0,0,1,0,0
40,125992,1,0,1,1,0
24,101720,0,0,1,0,0
23,86330,0,0,1,0,0
56,109458,1,0,1,0,0
19,22367,0,0,1,1,1
47,134255,0,0,1,1,0
40,45850,0,0,1,0,0
62,15971,0,0,1,0,0
39,104886,0,0,1,1,0
61,64779,0,0,1,0,0
70,15365,1,0,1,0,0
42,141595,0,0,1,1,0
33,22450,0,0,1,0,0
65,130918,0,0,1,0,0
29,36952,0,0,1,0,0
52,44701,0,0,1,0,0
19,70553,0,0,0,1,1
34,58165,1,0,1,0,0
66,70582,1,0,1,1,1
41,86206,0,0,0,1,1
45,109766,0,0,1,0,0
61,52454,0,0,1,1,0
49,57259,0,0,0,0,0
40,28450,1,0,1,0,0
45,39795,1,0,1,0,0
64,115866,1,0,1,0,0
67,139052,0,0,1,0,0
21,73696,0,0,1,1,0
20,58017,0,0,0,0,1
54,30972,0,0,1,1,0
21,17054,0,0,1,0,0
45,53400,0,0,1,1,0
35,124996,1,0,1,1,0
51,135176,1,0,1,0,0
45,54642,0,1,1,0,1
58,38151,0,0,1,1,0
47,132153,0,1,1,1,1
26,98155,1,0,1,1,0
30,65395,0,0,1,0,0
37,39453,0,0,1,0,0
63,75257,1,1,1,0,1
28,14678,1,0,1,1,1
45,41706,0,0,1,0,0
34,12676,0,0,1,1,0
40,25223,0,0,1,0,0
53,41557,0,1,1,0,1
41,144554,1,0,1,0,0
45,109769,1,0,1,0,0
22,26012,0,0,0,0,0
30,101930,0,0,1,0,0
20,141505,0,0,1,0,0
67,42683,0,0,1,0,0
38,11448,1,1,1,1,1
31,71992,1,0,1,0,0
28,107129,0,0,1,1,0
49,55328,0,0,0,0,0
29,146998,0,0,1,0,0
19,102052,0,0,1,0,0
56,34229,0,0,1,0,0
64,61482,0,0,1,0,0
29,128938,1,0,1,0,0
29,13337,0,0,0,1,1
19,11614,0,0,1,0,1
28,64259,0,0,1,1,0
20,65246,1,0,1,0,1
52,84289,0,0,0,1,1
41,37328,0,0,1,1,0
18,57905,0,0,0,0,1
47,116722,0,1,1,1,1
41,49479,0,0,1,0,0
62,84097,0,0,1,0,0
34,99754,0,0,1,0,0
22,54343,1,0,1,1,1
36,134215,1,0,1,0,0
43,149444,0,0,1,0,0
68,120183,1,0,1,0,0
51,81603,1,0,1,0,0
30,28028,0,0,1,1,0
20,144555,0,0,1,0,0
43,113337,0,0,1,1,0
18,141203,1,0,1,1,1
21,132363,0,1,1,1,1
30,42252,1,0,1,1,1
67,26433,0,1,1,0,1
40,108336,1,0,1,1,0
37,64621,1,0,1,0,0
66,19331,1,1,1,0,1
45,109024,0,0,1,0,0
69,121011,0,0,1,1,0
58,40144,1,0,1,0,0
55,8321,0,0,1,0,0
31,99701,0,0,1,0,0
67,13908,1,0,1,0,0
49,34958,0,0,1,1,0
49,136730,0,0,1,0,0
25,65633,0,0,1,1,0
35,137511,0,0,1,0,0
34,33591,0,0,1,0,0
53,45507,0,0,1,0,0
53,38217,0,0,0,0,0
60,20076,0,0,1,1,0
38,131021,0,0,1,0,0
42,13660,0,0,1,0,0
27,44840,0,1,1,0,1
48,78025,0,0,1,0,0
44,30867,0,0,1,1,0
57,88997,0,0,1,0,0
20,92417,1,0,1,0,0
42,98315,0,0,1,0,0
32,68483,0,1,1,0,1
60,90672,1,0,1,0,0
40,96149,0,1,1,0,0
65,16172,1,0,1,0,0
35,11350,1,0,1,0,1
68,73800,0,0,1,0,0
37,83480,0,0,1,0,0
28,60273,1,0,1,1,1
52,25297,0,0,0,0,0
34,35875,1,0,1,0,0
43,102103,0,0,1,1,0
51,149186,1,0,1,0,0
47,147105,0,0,1,1,0
43,33998,0,0,1,1,0
48,11151,1,0,1,0,1
64,144850,0,1,1,1,1
20,136481,0,0,1,0,0
40,49753,0,0,1,1,0
68,131839,0,0,1,0,0
50,8841,0,0,1,0,0
62,91021,0,0,1,0,0
53,42557,0,0,1,0,0
67,102786,0,0,1,1,0
69,139395,0,0,1,0,0
30,109549,1,0,1,1,0
22,12796,0,0,1,0,0
23,48992,1,0,1,1,1
47,149076,0,0,1,1,0
41,15075,0,0,1,1,0
62,10679,0,0,1,0,0
20,114706,1,0,1,0,0
55,106389,0,0,0,1,1
18,105884,1,0,0,0,1
66,57293,0,0,1,0,0
28,107840,0,0,1,0,0
54,100716,0,0,1,0,0
68,29020,1,0,1,1,1
20,19713,0,0,0,0,1
27,41028,0,0,1,1,0
34,110124,0,0,1,1,0
46,87164,0,0,1,0,0
32,145406,1,0,1,0,0
34,54703,0,0,1,1,0
49,37092,0,0,1,0,0
23,109249,1,1,1,0,1
65,18706,0,0,1,0,0
34,18865,0,0,1,1,0
35,131620,1,0,1,0,0
59,79217,1,0,1,0,0
35,116867,1,0,1,0,0
43,143726,1,0,1,0,0
62,116293,1,0,1,0,0
19,92550,0,0,1,0,0
43,47735,0,0,1,0,0
28,41035,0,0,1,1,0
41,120307,0,0,1,1,0
24,63558,0,0,1,0,0
30,73070,1,0,1,1,1
29,97014,0,0,1,0,0
56,63472,0,0,0,0,0
65,19688,0,0,1,1,0
62,103472,0,0,0,0,0
41,68527,1,0,0,0,1
27,28391,1,0,1,0,0
55,102445,0,0,1,0,0
33,94160,0,0,1,1,0
46,147116,0,0,1,1,0
32,143719,0,0,1,0,0
45,54634,0,0,1,0,0
26,58335,0,0,1,0,0
54,50066,0,0,1,0,0
21,80945,1,0,1,1,0
24,13674,0,0,0,0,0
49,81437,1,0,1,0,0
44,21835,1,0,1,1,1
31,25901,1,0,1,0,0
49,22878,0,0,1,0,0
43,128738,0,0,0,0,0
22,84762,0,0,1,0,0
39,101529,1,1,1,0,1
42,38279,0,0,1,0,0
25,42372,0,0,1,0,0
18,96623,0,0,1,0,0
44,104456,1,0,1,0,0
68,75221,0,0,1,0,0
64,38474,0,0,1,0,0
25,140043,0,0,1,0,0
28,52433,1,0,1,1,1
68,120766,0,0,1,1,0
25,124947,0,0,1,0,0
58,15890,0,0,1,0,0
45,21893,0,0,1,0,0
62,65447,0,0,1,1,0
59,24241,0,0,1,0,0
48,43094,0,1,1,1,1
54,68724,0,0,1,0,0
55,128089,1,0,1,0,0
26,62864,1,0,1,1,1
62,147458,0,0,1,1,0
18,42542,1,0,1,0,1
27,123642,0,0,1,0,0
65,70801,0,0,1,1,0
39,25197,0,0,0,0,0
26,16250,1,0,1,0,0
45,34093,0,0,1,0,0
19,141735,0,0,1,0,0
64,56696,1,0,1,1,1
30,65104,0,0,1,0,0
60,86878,0,0,1,0,0
39,96405,0,0,0,0,0
20,105459,0,0,1,1,0
69,146588,0,0,1,0,0
31,111494,0,0,1,0,0
54,135637,1,0,1,1,0
39,76699,1,0,1,0,0
68,20501,0,0,1,0,0
50,105254,0,0,1,1,0
23,110908,0,0,1,1,0
62,124882,0,0,1,0,0
70,89450,0,0,1,0,0
65,42078,0,0,1,0,0
39,48043,0,0,1,0,0
36,78748,0,0,1,1,0
33,35601,0,0,1,1,0
62,34597,0,0,1,1,0
31,66559,0,0,1,0,0
30,52288,0,0,0,0,0
34,74892,0,0,1,0,0
54,113538,0,0,1,1,0
48,76695,1,0,1,0,0
64,113343,0,0,1,0,0
67,53357,0,0,1,0,0
62,37621,0,0,0,0,0
45,145730,1,0,1,0,0
28,72417,0,1,1,0,1
36,145771,1,0,1,0,0
20,98850,1,0,1,0,0
67,15371,0,0,1,0,0
68,56095,0,0,1,0,0
45,19913,1,0,1,0,0
31,57309,0,0,1,1,0
58,41043,0,0,0,0,0
67,26809,1,0,1,0,0
39,18079,0,0,1,1,0
36,45084,0,0,1,0,0
66,66996,1,0,1,0,0
39,138575,1,0,1,0,0
68,131775,0,0,1,0,0
19,102894,0,0,1,1,0
61,136763,0,0,1,0,0
64,141936,0,0,1,0,0
27,51636,0,0,1,1,0
51,55632,0,0,1,0,0
66,68176,0,0,1,1,0
31,99465,0,0,1,1,0
62,87757,0,0,1,1,0
29,94815,0,1,1,1,1
61,49994,0,0,1,0,0
60,119552,1,0,1,0,0
25,134864,0,0,1,0,0
49,90263,0,0,1,0,0
23,40320,0,0,1,1,0
33,25133,1,0,1,1,1
54,122076,1,1,1,0,1
33,132253,1,0,1,1,0
18,123141,0,0,1,0,0
70,71125,1,0,1,0,0
26,47308,1,0,1,1,1
29,68425,0,0,1,1,0
42,107139,1,0,1,0,0
69,112021,1,0,1,1,0
65,111890,0,0,1,0,0
36,127360,0,0,1,0,0
26,32773,0,0,1,0,0
42,47967,0,1,1,1,1
24,63503,1,0,1,0,0
33,87113,0,0,1,0,0
54,49314,0,0,1,0,0
21,96463,1,0,1,0,0
45,44748,1,0,1,1,1
30,64142,0,1,1,1,1
59,53312,0,0,1,0,0
24,94062,0,0,1,1,0
60,12951,0,0,1,1,0
35,149458,0,0,1,0,0
24,69905,1,0,1,0,0
47,144800,1,0,0,0,1
49,47402,0,0,1,1,0
19,85348,0,0,1,0,0
69,135153,0,0,1,0,0
60,87312,0,0,1,0,0
22,24149,0,0,1,1,0
19,44246,0,0,1,0,0
69,54432,0,0,1,0,0
41,142459,1,0,1,1,0
57,134676,0,0,1,0,0
31,14905,1,0,1,1,1
32,36640,0,0,1,0,0
40,140640,0,0,1,0,0
31,15268,0,0,1,0,0
34,144401,0,0,1,1,0
48,25082,0,0,1,0,0
55,27556,0,0,1,1,0
23,52674,0,0,1,0,0
44,113683,0,0,1,1,0
19,74121,1,0,1,0,1
68,46278,1,0,1,0,0
44,88919,0,0,1,1,0
60,118093,1,0,1,0,0
58,135865,0,0,1,1,0
66,72611,1,0,1,0,0
56,85315,0,0,1,1,0
37,80044,0,0,1,0,0
21,23838,0,0,1,0,0
64,114060,0,0,1,1,0
26,101444,0,0,1,0,0
27,46273,0,0,1,1,0
26,17765,0,0,1,0,0
41,16656,0,0,1,0,0
42,82744,0,0,1,1,0
70,98406,1,1,1,1,1
64,109988,0,0,1,0,0
65,74624,0,0,1,0,0
28,57496,0,1,1,0,1
29,37302,0,0,1,0,0
27,65093,1,0,1,0,0
24,55540,0,0,1,0,0
34,110795,1,0,1,1,0
57,23831,0,0,1,0,0
47,49068,0,0,1,1,0
34,81015,1,0,1,1,0
48,102753,1,0,1,0,0
53,146890,1,0,1,0,0
65,140062,0,1,1,1,1
25,71894,0,0,1,1,0
57,88873,0,0,1,0,0
60,52169,0,0,1,0,0
59,92064,0,0,1,0,0
28,57467,0,0,1,0,0
39,144218,0,0,1,0,0
29,14800,0,0,1,0,0
68,85742,0,0,1,0,0
33,126704,0,0,1,0,0
50,13061,0,0,1,0,0
56,69045,0,0,1,0,0
48,73126,0,0,1,0,0
37,74761,0,0,1,1,0
27,11331,1,0,1,0,1
65,40581,0,0,1,0,0
22,27400,1,0,1,0,0
31,40194,0,0,1,0,0
53,128471,0,0,1,0,0
42,15597,0,0,1,0,0
40,45499,0,0,1,0,0
70,12254,0,0,1,0,0
29,37766,0,0,1,0,0
19,10436,0,1,1,1,1
26,65711,1,0,1,0,0
44,18342,0,0,1,0,0
67,105442,0,0,1,1,0
35,117697,0,0,1,0,0
57,87416,0,0,1,1,0
22,108434,0,0,1,0,0
58,26639,0,0,1,0,0
24,43208,1,0,1,0,0
53,43646,1,1,1,0,1
32,112197,0,0,1,0,0
62,23464,0,0,1,0,0
21,126608,0,0,1,0,0
56,77432,0,0,1,0,0
53,56964,0,0,1,0,0
42,107428,0,0,1,0,0
29,148656,0,0,1,0,0
51,22146,0,0,1,0,0
46,86022,0,0,1,1,0
36,70723,1,0,1,0,0
53,32814,0,0,1,1,0
67,46049,0,0,1,1,0
58,58334,0,0,0,0,0
46,104702,1,0,1,0,0
69,75868,0,0,1,0,0
23,98771,0,0,1,0,0
54,34094,0,0,1,0,0
59,59598,0,0,1,0,0
48,146322,0,0,1,0,0
40,71210,0,0,1,0,0
31,17884,0,0,1,0,0
70,38689,0,1,1,0,1
57,104451,0,0,0,1,1
33,104235,0,0,1,0,0
61,56672,1,0,1,0,0
52,33874,0,0,1,1,0
64,124563,0,0,1,0,0
55,92386,1,0,1,0,0
52,57212,0,0,1,0,0
66,131705,0,0,1,0,0
42,135876,0,0,1,0,0
18,50159,1,0,1,0,1
31,72310,1,0,1,0,0
42,99495,0,0,1,0,0
44,113232,0,0,1,0,0
31,149788,0,1,1,0,0
61,114699,1,0,0,0,1
45,48419,1,0,1,0,0
68,36693,0,0,1,1,0
21,13932,0,0,1,0,0
38,26598,0,0,1,0,0
59,17764,1,0,1,1,1
49,11807,0,0,1,0,0
21,117448,1,0,1,0,0
19,132501,0,0,1,1,0
35,11324,0,0,1,0,0
36,46020,0,0,1,0,0
62,132060,0,0,1,1,0
70,26940,1,0,1,0,0
22,64534,0,0,1,0,0
54,42443,0,0,1,0,0
52,32498,0,0,1,0,0
50,29502,0,0,1,0,0
35,96678,1,0,1,0,0
41,14261,0,0,1,1,0
27,116232,0,0,1,0,0
46,83604,1,0,1,0,0
27,130909,1,0,1,0,0
64,29424,0,0,1,1,0
63,97290,0,0,1,0,0
52,23815,0,0,1,0,0
68,68466,0,0,1,0,0
43,33691,1,0,1,0,0
32,117935,0,0,1,0,0
27,64927,0,0,1,0,0
29,15818,0,0,1,0,0
59,9774,0,0,1,1,1
51,30722,0,0,1,0,0
43,83188,1,0,1,1,0
61,140963,0,0,1,1,0
61,143022,0,0,0,0,0
48,40831,0,1,1,1,1
70,42891,0,0,1,1,0
65,84268,1,0,1,0,0
53,44395,0,0,1,0,0
42,13783,0,0,1,0,0
21,128226,1,0,1,1,0
51,115219,0,0,1,1,0
41,29593,0,0,1,0,0
47,16030,0,0,1,1,0
49,85225,1,0,1,0,0
33,10204,1,0,1,1,1
64,143668,1,0,1,0,0
39,35243,0,0,0,0,0
35,101648,0,0,1,0,0
23,32010,0,0,0,1,1
34,98605,0,0,1,1,0
34,47725,1,1,1,1,1
19,16261,1,0,0,0,1
26,16100,0,0,1,1,0
43,104362,1,0,1,1,0
24,22695,0,0,1,0,0
27,93033,1,0,1,0,0
63,110304,1,0,1,0,0
57,34726,0,0,1,1,0
66,11431,1,1,1,0,1
25,35094,1,0,1,0,0
45,102897,1,0,0,1,1
62,55966,1,0,1,0,0
66,64074,0,0,1,0,0
61,67740,0,0,1,0,0
23,105192,0,0,1,1,0
54,39680,0,0,1,1,0
18,148618,0,0,1,0,0
54,38536,0,0,1,0,0
46,71705,0,0,1,0,0
69,145611,0,0,0,1,1
52,62713,0,0,1,0,0
65,120485,0,0,1,1,0
28,29194,1,0,1,1,1
58,77516,0,0,1,1,0
59,28778,0,0,1,0,0
19,33501,0,0,1,1,1
26,96842,0,0,1,1,0
28,123561,0,0,1,0,0
62,128183,0,0,1,0,0
66,113840,0,0,1,0,0
50,136244,0,0,1,0,0
27,25777,0,0,0,0,0
53,139166,0,0,1,0,0
36,118910,0,0,1,0,0
70,98122,0,0,1,1,0
41,122069,0,0,1,0,0
50,124723,0,0,1,1,0
52,60689,1,0,1,0,0
56,37396,0,0,1,0,0
51,23450,0,0,0,0,0
56,19245,0,0,1,1,0
38,136995,0,0,1,0,0
18,51409,0,0,1,0,0
61,15255,1,0,1,0,0
33,148043,1,0,1,0,0
26,125487,0,0,1,0,0
57,140379,1,0,1,0,0
70,66097,0,0,1,0,0
65,135655,0,0,1,0,0
61,56877,0,0,1,1,0
21,110337,0,0,1,0,0
64,37799,0,0,1,0,0
21,21251,1,0,0,0,1
51,67451,1,0,1,0,0
63,11494,0,1,1,0,1
25,60109,0,0,0,0,0
50,146164,1,0,1,0,0
46,78113,0,0,1,1,0
41,93573,0,0,1,0,0
21,111362,1,0,1,1,0
36,114411,0,0,1,0,0
61,76416,0,0,1,0,0
59,94852,0,0,1,0,0
41,31443,0,0,1,0,0
27,14827,0,0,1,1,0
54,119677,0,0,1,0,0
18,60470,0,0,1,1,1
49,103209,0,0,0,0,0
60,72841,0,0,1,0,0
32,149502,0,0,1,1,0
51,144685,1,0,1,1,0
55,146803,0,0,1,0,0
42,127910,0,1,1,0,0
36,101047,0,0,1,0,0
67,60904,0,0,1,0,0
46,105909,1,1,0,1,1
24,51419,0,0,1,0,0
60,63355,0,0,1,0,0
32,36988,0,0,1,0,0
48,78073,0,1,1,0,1
69,75461,0,0,1,0,0
33,15970,1,0,1,0,0
50,40750,0,0,1,0,0
58,128872,0,0,1,1,0
30,14498,0,0,0,0,0
56,15112,0,0,0,1,1
60,91169,0,0,1,0,0
66,71899,1,0,0,0,1
21,72641,0,0,1,0,0
51,18882,0,0,1,0,0
28,116858,0,0,1,0,0
40,144027,0,1,0,0,1
30,47032,0,0,1,0,0
32,63347,0,0,1,0,0
65,109264,0,1,1,1,1
70,57116,0,0,1,0,0
30,123042,0,0,1,0,0
47,75023,0,0,1,0,0
70,136186,0,0,1,1,0
36,92469,0,1,1,1,1
50,128997,0,0,1,0,0
34,12083,1,0,1,0,0
51,103030,1,0,1,0,0
26,112448,0,0,1,0,0
34,31122,0,0,1,0,0
39,76394,0,0,1,0,0
62,47176,0,0,1,1,0
27,9560,0,0,1,1,1
49,12440,0,0,1,0,0
61,38826,1,0,1,1,1
63,129245,0,0,1,0,0
28,91469,0,0,1,0,0
21,65853,1,0,1,0,0
18,137465,1,0,1,0,0
41,63153,1,0,1,0,0
27,38930,1,0,1,0,0
43,85647,0,0,1,0,0
49,96705,1,0,1,0,0
64,96718,0,0,1,1,0
40,105840,1,1,1,0,1
69,25537,0,0,1,1,0
66,126126,0,0,1,1,0
45,131566,0,0,0,1,1
58,96186,0,0,1,0,0
24,85229,1,0,1,0,0
36,29407,0,0,1,0,0
24,94527,0,0,0,0,0
61,18213,0,0,1,1,0
26,17924,0,0,1,0,0
50,61590,0,0,1,1,0
37,115354,1,0,1,0,0
61,145895,0,0,1,0,0
31,34325,1,0,1,0,0
44,47853,0,1,1,0,1
41,142167,0,0,1,0,0
65,72584,0,0,1,0,0
48,16145,0,1,1,1,1
29,34629,1,0,0,1,1
36,135955,0,0,1,0,0
57,17605,1,0,1,1,1
40,145418,0,0,1,0,0
32,33858,1,0,1,0,0
55,121578,0,0,1,1,0
70,141342,1,1,1,1,1
65,146181,0,0,1,1,0
65,45350,1,1,1,0,1
68,44792,0,0,1,0,0
32,108078,0,0,1,0,0
24,36771,1,0,1,0,0
41,134208,0,0,1,0,0
32,56527,0,0,1,0,0
36,13089,0,0,1,0,0
38,108943,0,0,1,0,0
40,81342,0,0,1,0,0
56,34094,1,0,1,0,0
39,82899,0,0,1,1,0
18,140814,0,0,1,0,0
63,114071,0,0,1,1,0
55,117370,0,1,1,0,0
50,26060,0,0,1,0,0
58,89066,1,0,1,0,0
34,54344,0,0,1,0,0
55,99889,1,0,1,1,0
28,86980,1,0,0,1,1
40,105315,0,0,1,0,0
62,39724,0,1,1,1,1
43,69918,0,0,1,1,0
32,125857,0,0,1,1,0
61,133868,1,0,1,0,0
44,38403,1,0,1,0,0
41,52601,0,0,1,0,0
21,114895,0,0,1,1,0
59,118600,0,0,1,0,0
68,107852,1,0,1,1,0
34,48961,0,0,0,0,0
29,137448,0,0,1,0,0
63,43891,1,0,1,1,1
27,146940,1,0,1,1,0
39,131009,1,0,1,0,0
68,15776,1,0,1,1,1
63,124435,0,0,1,0,0
47,142110,1,1,1,0,1
18,81060,0,0,1,0,0
25,41078,0,0,1,1,0
40,63053,0,0,1,0,0
50,71393,0,0,1,1,0
37,47648,1,0,1,0,0
60,83686,0,0,1,0,0
68,96532,1,0,1,0,0
26,73380,0,0,1,0,0
51,22162,0,0,1,0,0
45,106217,0,0,1,0,0
65,10289,0,0,1,0,0
45,138503,0,0,0,0,0
69,76129,0,0,1,1,0
38,119805,0,0,0,1,1
42,19453,0,0,1,0,0
29,60960,1,0,1,0,0
40,73898,0,0,1,0,0
21,111176,0,0,1,0,0
67,74609,1,0,1,1,1
28,92507,0,0,1,1,0
62,11815,1,0,0,0,1
30,96387,0,0,1,0,0
59,49011,0,0,1,0,0
52,44008,1,0,1,0,0
20,61400,0,0,1,1,1
59,89533,0,0,1,0,0
55,38272,0,0,1,0,0
20,136866,0,0,1,1,0
19,143252,1,0,1,0,0
55,106908,0,0,1,1,0
47,54911,0,0,1,0,0
22,19716,1,0,1,1,1
63,30312,1,0,1,1,1
50,40564,1,0,1,1,1
59,69290,0,0,1,0,0
28,40605,0,0,1,0,0
57,139356,0,0,1,0,0
38,125768,1,1,1,1,1
52,9546,1,0,1,0,1
27,12092,0,0,1,0,0
38,99000,1,0,1,1,0
66,102050,1,0,1,0,0
62,31470,1,1,1,0,1
53,111394,1,0,1,0,0
70,105876,1,0,1,0,0
29,88031,0,0,1,1,0
35,136138,0,0,1,0,0
53,131918,1,0,1,0,0
21,119739,1,0,1,0,0
67,106957,0,0,1,1,0
39,101063,0,0,1,0,0
67,72597,0,0,1,0,0
47,47232,0,0,1,0,0
62,122235,0,0,0,0,0
48,17520,0,0,1,1,0
21,148056,0,1,1,0,0
62,127816,1,0,1,0,0
50,113062,1,0,1,0,0
20,10928,0,1,1,0,1
58,35036,1,0,0,0,1
49,61108,0,0,1,0,0
67,117309,0,0,1,1,0
33,75353,1,0,1,0,0
23,98825,1,0,1,0,0
31,14681,0,0,1,1,0
67,52367,0,0,0,0,0
62,88408,0,0,1,1,0
21,10460,0,0,0,0,1
48,28450,0,0,1,0,0
46,105211,0,0,1,0,0
53,101081,0,0,1,0,0
65,78441,0,0,1,1,0
43,9192,1,1,1,0,1
23,64479,1,0,1,0,0
42,51231,0,0,1,0,0
61,51441,1,0,1,0,0
44,127039,0,0,1,0,0
70,92209,1,0,1,0,0
29,107444,0,0,1,1,0
24,136011,0,0,1,0,0
